NCT02590432,Forest Laboratories,False,AL,https://ClinicalTrials.gov/show/NCT02590432,True,"An Open-Label, Long-term Study to Assess the Immunogenicity of Linaclotide Administered Orally to Adult Patients With Irritable Bowel Syndrome With Constipation or Chronic Idiopathic Constipation",Irritable Bowel Syndrome With Constipation; Chronic Idiopathic Constipation,Drug:Linaclotide 290 micrograms; Drug:Linaclotide 145 micrograms; Drug:Linaclotide 72 micrograms,[],"December 23, 2015",18,9223372036854775807,Both,False
NCT02388165,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02388165,True,Safety and Efficacy of SA4Ag Vaccine in Adults Having Elective Posterior Instrumented Lumbar Spinal Fusion Procedure,Staphylococcal Vaccine,Biological:Staphylococcus aureus 4-Antigen (SA4Ag) Vaccine; Other:Placebo,[],"January 25, 2016",18,85,Both,False
NCT02386072,"Astellas Scientific & Medical Affairs, Inc.",False,AL,https://ClinicalTrials.gov/show/NCT02386072,True,"A Prospective, Observational, Multicenter Study of Patients Following Initiation of a New Course of Treatment for Overactive Bladder (OAB)",Overactive Bladder; Urinary Bladder Overactive; Urinary Bladder Diseases; Urologic Diseases,Drug:mirabegron; Drug:antimuscarinic medication,[],"December 16, 2015",18,9223372036854775807,Both,False
NCT02367456,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02367456,True,"A Combination Study of PF-04449913 and Azacitidine In 1st Line MDS, AML and CMML Patients",Myelodysplastic Syndrome,Drug:PF-04449913; Drug:Azacitidine; Drug:PF-04449913 Placebo,[],"January 5, 2016",18,9223372036854775807,Both,False
NCT02343458,"Pearl Therapeutics, Inc.",False,AL,https://ClinicalTrials.gov/show/NCT02343458,True,"Study to Assess the Efficacy and Safety of PT003, PT005, and PT001 in Subjects With Moderate to Very Severe COPD",COPD,Drug:GFF MDI (PT003); Drug:FF MDI (PT005); Drug:GP MDI (PT001); Drug:Placebo MDI,[],"September 28, 2015",40,80,Both,False
NCT02258542,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT02258542,True,A Safety Extension Study to Evaluate the Safety and Tolerability of Benralizumab (MEDI-563) in Asthmatic Adults and Adolescents on Inhaled Corticosteroid Plus LABA,Asthma,Biological:Benralizumab; Biological:Benralizumab,[],"January 12, 2016",12,75,Both,False
NCT02194699,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT02194699,True,A Phase 3 Study to Evaluate the Efficacy and Safety of Tralokinumab in Adults and Adolescents With Uncontrolled Asthma,Uncontrolled Asthma,Biological:Experimental: Tralokinumab; Other:Placebo,[],"January 29, 2016",12,75,Both,False
NCT02092467,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02092467,True,Safety Study Of Tofacitinib Versus Tumor Necrosis Factor (TNF) Inhibitor In Subjects With Rheumatoid Arthritis,"Arthritis, Rheumatoid",Drug:tofacitinib; Drug:tofacitinib; Biological:adalimumab; Biological:etanercept,[],"January 15, 2016",50,9223372036854775807,Both,False
NCT01997333,Celldex Therapeutics,False,AL,https://ClinicalTrials.gov/show/NCT01997333,True,"Study of Glembatumumab Vedotin (CDX-011) in Patients With Metastatic, gpNMB Over-Expressing, Triple Negative Breast Cancer",Metastatic gpNMB Over-expressing Triple Negative Breast Cancer.,Drug:CDX-011; Drug:Capecitabine,[],"November 5, 2015",18,9223372036854775807,Both,False
NCT01919697,Synergy Pharmaceuticals Inc.,False,AL,https://ClinicalTrials.gov/show/NCT01919697,True,Open-label Extension (OLE) Study of Plecanatide for Chronic Idiopathic Constipation (CIC),Chronic Idiopathic Constipation,Drug:Plecanatide,[],"December 10, 2015",18,81,Both,False
NCT01751906,Abbott Vascular,False,AL,https://ClinicalTrials.gov/show/NCT01751906,True,ABSORB III Randomized Controlled Trial (RCT),Coronary Artery Disease; Coronary Artery Stenosis; Coronary Disease; Coronary Stenosis,Device:Absorb BVS; Device:XIENCE,[],"October 11, 2015",18,9223372036854775807,Both,False
NCT01701817,"Janssen Scientific Affairs, LLC",False,AL,https://ClinicalTrials.gov/show/NCT01701817,True,Outcomes Registry for Better Informed Treatment of Atrial Fibrillation II (ORBIT-AF II),Atrial Fibrillation,Other:Patients with Atrial Fibrillation,[],"January 7, 2016",21,9223372036854775807,Both,False
NCT01594333,Brigham and Women's Hospital,False,AL,https://ClinicalTrials.gov/show/NCT01594333,True,Cardiovascular Inflammation Reduction Trial,Cardiovascular Disease,Drug:Methotrexate; Drug:Placebo,[],"November 13, 2015",18,9223372036854775807,Both,False
NCT01546038,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT01546038,True,A Study To Evaluate PF-04449913 With Chemotherapy In Patients With Acute Myeloid Leukemia or Myelodysplastic Syndrome,Acute Myeloid Leukemia,Drug:PF-04449913; Drug:Low dose ARA-C (LDAC); Drug:PF-04449913; Drug:Decitabine; Drug:PF-04449913; Drug:Daunorubicin; Drug:Cytarabine; Drug:PF-04449913; Drug:Daunorubicin; Drug:Cytarabine; Drug:PF-04449913; Drug:Low dose ARA-C (LDAC),[],"January 20, 2016",18,9223372036854775807,Both,False
NCT01120249,Southwest Oncology Group,False,AL,https://ClinicalTrials.gov/show/NCT01120249,True,"S0931, Everolimus in Treating Patients With Kidney Cancer Who Have Undergone Surgery",Kidney Cancer,Drug:everolimus; Other:placebo,[],"December 8, 2015",18,120,Both,False
NCT00547469,Dynogen Pharmaceuticals,False,AL,https://ClinicalTrials.gov/show/NCT00547469,True,A Study of the Safety and Effectiveness of DDP733 in Treating IBS With Constipation in Females,Irritable Bowel Syndrome,Drug:DDP733,[],"April 7, 2008",18,65,Female,False
NCT02674386,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02674386,True,"Long-term Observational Study of Subjects From Tanezumab Studies Who Undergo a Total Knee, Hip or Shoulder Replacement",Osteoarthritis,Drug:Investigational Medical Product (IMP) administered in parent study,[],"February 1, 2016",18,9223372036854775807,Both,False
NCT02640612,Boehringer Ingelheim,False,AL,https://ClinicalTrials.gov/show/NCT02640612,True,Long-term Assessment of Safety and Efficacy of BI 695501 in Patients With Rheumatoid Arthritis,"Arthritis, Rheumatoid",Drug:BI 695501,[],"February 2, 2016",18,80,Both,False
NCT02638129,Takeda,False,AL,https://ClinicalTrials.gov/show/NCT02638129,True,Naltrexone/Bupropion Cardiovascular Outcomes Study,Obesity; Cardiovascular Diseases,Drug:Naltrexone HCl/Bupropion HCl ER; Drug:Placebo,[],"January 28, 2016",18,9223372036854775807,Both,False
NCT02607865,Novo Nordisk A/S,False,AL,https://ClinicalTrials.gov/show/NCT02607865,True,Efficacy and Long-term Safety of Oral Semaglutide Versus Sitagliptin in Subjects With Type 2 Diabetes,"Diabetes; Diabetes Mellitus, Type 2",Drug:semaglutide; Drug:sitagliptin; Drug:placebo,[],"January 8, 2016",18,9223372036854775807,Both,False
NCT02584660,"Janssen Scientific Affairs, LLC",False,AL,https://ClinicalTrials.gov/show/NCT02584660,True,A Study of Rivaroxaban for Early Discharge of Low Risk Pulmonary Embolism From the Emergency Department,Pulmonary Embolism,Drug:Rivaroxaban; Drug:Standard-of-care,[],"January 27, 2016",18,9223372036854775807,Both,False
NCT02557100,Bristol-Myers Squibb,False,AL,https://ClinicalTrials.gov/show/NCT02557100,True,Study to Assess Changes in the Immune Profile in Adults With Early Rheumatoid Arthritis,Rheumatoid Arthritis,Drug:Abatacept; Drug:Adalimumab; Drug:Methotrexate,"[u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Integral Rheumatology & Immunology Specialists', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Local Institution', u'Altoona Center For Clinical Research', u'Local Institution', u'Local Institution']","January 26, 2016",18,9223372036854775807,Both,False
NCT02552212,UCB BIOSCIENCES GmbH,False,AL,https://ClinicalTrials.gov/show/NCT02552212,True,Multicenter Study Evaluating Certolizumab Pegol Compared to Placebo in Subjects With axSpA Without X-ray Evidence of AS,Axial Spondyloarthritis; Nonradiographic Axial Spondyloarthritis; Nr-axSpA,Biological:Certolizumab Pegol; Other:Placebo,[],"February 2, 2016",18,9223372036854775807,Both,False
NCT02545049,Bayer,False,AL,https://ClinicalTrials.gov/show/NCT02545049,True,Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Kidney Disease,Diabetic Kidney Disease,Drug:Finerenone (BAY94-8862); Drug:Placebo,[],"January 21, 2016",18,9223372036854775807,Both,False
NCT02540993,Bayer,False,AL,https://ClinicalTrials.gov/show/NCT02540993,True,Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and Diabetic Kidney Disease,Diabetic Kidney Disease,Drug:Finerenone (BAY94-8862); Drug:Placebo,[],"January 21, 2016",18,9223372036854775807,Both,False
NCT02536508,"Pearl Therapeutics, Inc.",False,AL,https://ClinicalTrials.gov/show/NCT02536508,True,"Study to Assess the Safety and Tolerability of PT010, PT009 and PT003 in Subjects With Moderate to Very Severe Chronic Obstructive Pulmonary Disease",COPD,Drug:BGF MDI (PT010) 320/14.4/9.6 g; Drug:GFF MDI (PT003) 14.4/9.6 g; Drug:BFF MDI (PT009) 320/9.6 g,[],"January 6, 2016",40,80,Both,False
NCT02528188,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02528188,True,Long Term Safety and Efficacy Study of Tanezumab in Subjects With Osteoarthritis of the Hip or Knee,"Chronic Pain; Osteoarthritis, Hip; Osteoarthritis, Knee",Drug:NSAID; Biological:Tanezumab 2.5 mg; Biological:Tanezumab 5 mg,[],"January 19, 2016",18,9223372036854775807,Both,False
NCT02470585,AbbVie,False,AL,https://ClinicalTrials.gov/show/NCT02470585,True,"Veliparib With Carboplatin and Paclitaxel and as Continuation Maintenance Therapy in Subjects With Newly Diagnosed Stage III or IV, High-grade Serous, Epithelial Ovarian, Fallopian Tube, or Primary Peritoneal Cancer",Ovarian Cancer; Ovarian Neoplasm,Other:Placebo; Drug:Veliparib; Drug:Veliparib; Drug:Carboplatin; Drug:Paclitaxel,[],"January 13, 2016",18,99,Female,False
NCT02373813,Amgen,False,AL,https://ClinicalTrials.gov/show/NCT02373813,True,Study of Etanercept Monotherapy vs Methotrexate Monotherapy for Maintenance of Rheumatoid Arthritis Remission,Rheumatoid Arthritis,Drug:etanercept pre-filled syringe sq injection; Drug:Oral methotrexate; Drug:Placebo for etanercept sq injection; Drug:Placebo for methotrexate,[],"February 3, 2016",18,9223372036854775807,Both,False
NCT02364999,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02364999,True,A Comparative Study Of PF-06439535 Plus Paclitaxel-Carboplatin And Bevacizumab Plus Paclitaxel-Carboplatin Patients With Advanced Non-Squamous NSCLC,Non-small Cell Lung Cancer (NSCLC),Drug:Bevacizumab-Pfizer; Drug:Bevacizumab-EU; Drug:Paclitaxel; Drug:Carboplatin,[],"January 5, 2016",18,9223372036854775807,Both,False
NCT02342548,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02342548,True,"Open Label Extension Study To Investigate Long Term Safety, Tolerability And Efficacy Of Pf-02545920 In Subjects With Huntington's Disease Who Completed Study A8241021",Huntington's Disease,Drug:20 mg BID of PF-02545920,[],"January 19, 2016",30,66,Both,False
NCT02252172,"Janssen Research & Development, LLC",False,AL,https://ClinicalTrials.gov/show/NCT02252172,True,"Study Comparing Daratumumab, Lenalidomide, and Dexamethasone With Lenalidomide and Dexamethasone in Participants With Previously Untreated Multiple Myeloma",Multiple Myeloma,Drug:Daratumumab; Drug:Lenalidomide; Drug:Dexamethasone,[],"January 19, 2016",18,9223372036854775807,Both,False
NCT02197130,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02197130,True,"Randomized, Placebo Controlled Study Of The Efficacy And Safety Of PF-02545920 In Subjects With Huntington's Disease",Huntington's Disease,Drug:PF-02545920; Drug:PF-02545920; Other:Placebo,[],"January 19, 2016",30,65,Both,False
NCT02173379,Abbott Vascular,False,AL,https://ClinicalTrials.gov/show/NCT02173379,True,Absorb IV Randomized Controlled Trial,Coronary Artery Disease; Coronary Artery Stenosis; Coronary Disease; Coronary Stenosis,Device:Absorb BVS; Device:XIENCE,[],"July 17, 2015",18,9223372036854775807,Both,False
NCT02155660,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT02155660,True,Efficacy and Safety of Benralizumab in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Drug:Benralizumab Arm A; Drug:Benralizumab Arm B; Drug:Benralizumab Arm C; Drug:Placebo,[],"January 7, 2016",40,85,Both,False
NCT02138916,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT02138916,True,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Drug:Benralizumab Arm A; Drug:Benralizumab Arm B; Drug:Placebo,[],"January 29, 2016",40,85,Both,False
NCT02104817,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT02104817,True,Outcomes Study to Assess STatin Residual Risk Reduction With EpaNova in HiGh CV Risk PatienTs With Hypertriglyceridemia,Eligible Men or Women Considered High Risk for Atherosclerotic Cardiovascular Disease (CVD),Drug:Epanova (omega-3 carboxylic acids); Drug:corn oil control,[],"December 21, 2015",18,99,Both,False
NCT02089217,"Thomas G. Brott, M.D.",False,AL,https://ClinicalTrials.gov/show/NCT02089217,True,Carotid Revascularization and Medical Management for Asymptomatic Carotid Stenosis Trial,Carotid Stenosis,Procedure:Carotid endarterectomy; Device:Carotid stenting,[],"January 27, 2016",35,9223372036854775807,Both,False
NCT02025751,Evoke Pharma,False,AL,https://ClinicalTrials.gov/show/NCT02025751,True,Multicenter Study to Evaluate the Efficacy and Safety of Metoclopramide Nasal Spray in Men With Diabetic Gastroparesis,Diabetic Gastroparesis,Drug:Metoclopramide Nasal Spray; Drug:Placebo Nasal Spray,[],"December 28, 2015",18,75,Male,False
NCT02025725,Evoke Pharma,False,AL,https://ClinicalTrials.gov/show/NCT02025725,True,Multicenter Study to Evaluate the Efficacy and Safety of Metoclopramide Nasal Spray in Women With Diabetic Gastroparesis,Diabetic Gastroparesis,Drug:Metoclopramide Nasal Spray; Drug:Placebo Nasal Spray,[],"December 28, 2015",18,75,Female,False
NCT01897532,Boehringer Ingelheim,False,AL,https://ClinicalTrials.gov/show/NCT01897532,True,Cardiovascular and Renal Microvascular Outcome Study With Linagliptin in Patients With Type 2 Diabetes Mellitus (CARMELINA),"Diabetes Mellitus, Type 2",Drug:Placebo; Drug:Linagliptin,[],"January 26, 2016",18,9223372036854775807,Both,False
NCT01858532,AbbVie,False,AL,https://ClinicalTrials.gov/show/NCT01858532,True,Study Of Diabetic Nephropathy With Atrasentan,Diabetic Nephropathy,Drug:Atrasentan; Drug:Placebo,[],"January 20, 2016",18,85,Both,False
NCT01705977,"Human Genome Sciences Inc., a GSK Company",False,AL,https://ClinicalTrials.gov/show/NCT01705977,True,Belimumab Assessment of Safety in SLE,Systemic Lupus Erythematosus,Biological:Placebo plus standard therapy; Biological:Belimumab 10 mg/kg plus standard therapy; Other:Standard therapy,[],"February 4, 2016",18,9223372036854775807,Both,False
NCT01622868,National Cancer Institute (NCI),False,AL,https://ClinicalTrials.gov/show/NCT01622868,True,Whole-Brain Radiation Therapy With or Without Lapatinib Ditosylate in Treating Patients With Brain Metastasis From HER2-Positive Breast Cancer,HER2/Neu Positive; Male Breast Carcinoma; Metastatic Malignant Neoplasm in the Brain; Recurrent Breast Carcinoma; Stage IV Breast Cancer,Other:Laboratory Biomarker Analysis; Drug:Lapatinib Ditosylate; Radiation:Whole-Brain Radiotherapy,[],"February 4, 2016",18,9223372036854775807,Both,False
NCT01406756,Children's Oncology Group,False,AL,https://ClinicalTrials.gov/show/NCT01406756,True,Combination Chemotherapy in Treating Young Patients With Newly Diagnosed High-Risk Acute Lymphoblastic Leukemia,B Acute Lymphoblastic Leukemia; Bone Necrosis; Central Nervous System Leukemia; Cognitive Side Effects of Cancer Therapy; Neurotoxicity Syndrome; Pain; Testicular Leukemia; Therapy-Related Toxicity; Untreated Adult Acute Lymphoblastic Leukemia; Untreated Childhood Acute Lymphoblastic Leukemia,Drug:Clofarabine; Drug:Cyclophosphamide; Drug:Cytarabine; Drug:Dexamethasone; Drug:Doxorubicin Hydrochloride; Drug:Etoposide; Drug:Hydrocortisone Sodium Succinate; Other:Laboratory Biomarker Analysis; Drug:Leucovorin Calcium; Drug:Mercaptopurine; Drug:Methotrexate; Drug:Pegaspargase; Drug:Prednisone; Radiation:Radiation Therapy; Drug:Thioguanine; Drug:Vincristine Sulfate,[],"February 3, 2016",1,30,Both,False
NCT01274338,National Cancer Institute (NCI),False,AL,https://ClinicalTrials.gov/show/NCT01274338,True,Ipilimumab or High-Dose Interferon Alfa-2b in Treating Patients With High-Risk Stage III-IV Melanoma That Has Been Removed by Surgery,Recurrent Melanoma; Stage IIIB Skin Melanoma; Stage IIIC Skin Melanoma; Stage IV Skin Melanoma,Biological:Ipilimumab; Other:Quality-of-Life Assessment; Biological:Recombinant Interferon Alfa-2b,[],"February 4, 2016",12,9223372036854775807,Both,False
